"Date of Airing (EST)","Topic List","Fact Check","TV Clip",Organization,Collection
2015-11-22,"Terrorism,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2015/11/22/donald-trumps-outrageous-claim-that-thousands-of-new-jersey-muslims-celebrated-the-911-attacks/?utm_term%3D.1eec9a6b85fa,https://archive.org/details/KGO_20151122_160900_This_Week_With_George_Stephanopoulos/start/403/end/479,"Washington Post",trumparchive
2015-11-16,"Civil Rights,Islam,Terrorism",http://www.politifact.com/truth-o-meter/statements/2015/nov/20/donald-trump/trump-says-nypd-used-spy-mosques/,https://archive.org/details/MSNBCW_20151116_132700_Morning_Joe/start/387/end/409.1,PolitiFact,trumparchive
2015-11-16,"ISIS,Islamic State,Islamic State Of Iraq And Syria,Oil,Energy,Foreign Policy",http://www.factcheck.org/2015/11/trump-on-bombing-isis-oil-fields/,https://archive.org/details/MSNBCW_20151116_132700_Morning_Joe/start/86/end/108.5,FactCheck.org,trumparchive
2015-11-11,"Birthright Citizenship,Citizenship,Immigration",http://www.factcheck.org/2015/11/trump-challenges-birthright-citizenship/,https://archive.org/details/FOXNEWSW_20151112_040300_The_OReilly_Factor/start/306/end/345.4,FactCheck.org,trumparchive
2015-11-10,"Foreign Policy,Putin,Russia",http://www.factcheck.org/2015/11/trump-vs-fiorina-who-knows-putin-best/,https://archive.org/details/FBC_20151111_020000_Republican_Presidential_Candidates_Debate/start/4986/end/5002,FactCheck.org,trumparchive
2015-11-10,"China,Foreign Policy,Trade",http://www.politifact.com/truth-o-meter/statements/2015/nov/10/donald-trump/trump-says-trade-imbalance-between-us-and-china-to/,https://archive.org/details/FBC_20151111_020000_Republican_Presidential_Candidates_Debate/start/4249.5/end/4259.5,PolitiFact,trumparchive
2015-11-10,"China,Trade",http://www.politifact.com/truth-o-meter/statements/2015/nov/12/donald-trump/trump-says-china-will-take-advantage-trans-pacific/,https://archive.org/details/FBC_20151111_020000_Republican_Presidential_Candidates_Debate/start/4198.2/end/4212.9,PolitiFact,trumparchive
2015-11-10,"History,Immigration,Illegal Immigration",http://www.factcheck.org/2015/11/factchecking-gop-economic-debate/,https://archive.org/details/FBC_20151111_020000_Republican_Presidential_Candidates_Debate/start/2076/end/2100.3,FactCheck.org,trumparchive
2015-11-10,"History,Immigration,Illegal Immigration",http://www.politifact.com/truth-o-meter/statements/2015/nov/11/donald-trump/trump-eisenhower-deported-15-million-immigrants/,https://archive.org/details/FBC_20151111_020000_Republican_Presidential_Candidates_Debate/start/2076/end/2100.3,PolitiFact,trumparchive
2015-11-08,"Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2015/nov/08/donald-trump/trump-my-numbers-leadership-its-two-or-three-or-fo/,https://archive.org/details/CNNW_20151108_170200_State_of_the_Union_With_Jake_Tapper/start/476.2/end/495.4,PolitiFact,trumparchive
2015-11-05,Taxes,http://www.politifact.com/wisconsin/statements/2015/dec/10/paul-ryan/paul-ryan-says-us-taxes-small-businesses-446-perce/,https://archive.org/details/FOXNEWSW_20151105_070000_On_the_Record_With_Greta_Van_Susteren/start/882/end/911.5,PolitiFact,paul_ryan_archive
2015-10-28,Debates,http://www.politifact.com/truth-o-meter/statements/2015/nov/02/donald-trump/donald-trump-v-john-harwood-length-cnbc-debate/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/8221/end/8252,PolitiFact,trumparchive
2015-10-28,Immigration,http://www.politifact.com/truth-o-meter/statements/2015/oct/28/donald-trump/donald-trump-didnt-realize-his-own-website-called-/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/5166.3/end/5185.5,PolitiFact,trumparchive
2015-10-28,"Campaign Finance",http://www.factcheck.org/2015/10/factchecking-the-cnbc-debates/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/5095/end/5105,FactCheck.org,trumparchive
2015-10-28,Immigration,http://www.factcheck.org/2015/10/factchecking-the-cnbc-debates/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/5056/end/5091,FactCheck.org,trumparchive
2015-10-28,"Energy,Environment,State Finances",http://www.politifact.com/truth-o-meter/statements/2015/nov/02/donald-trump/donald-trumps-fracked-claim-shales-economic-impact/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/1861.8/end/1872.6,PolitiFact,trumparchive
2015-10-28,"Federal Budget,Taxes",http://www.politifact.com/truth-o-meter/statements/2015/nov/05/donald-trump/donald-trumps-false-claim-his-tax-plan-wouldnt-inc/,https://archive.org/details/CNBC_20151029_000000_The_Republican_Presidential_Debate_Your_Money_Your_Vote/start/1562.8/end/1598.7,PolitiFact,trumparchive
2015-10-26,"Auto Industry,Ford,Manufacturing,Jobs,Trade,Mexico",http://www.factcheck.org/2015/10/trumps-bogus-boast-on-ford/,https://archive.org/details/KNTV_20151026_151000_Today/start/2562/end/2605,FactCheck.org,trumparchive
2015-10-26,"Candidate Biography",https://www.washingtonpost.com/news/fact-checker/wp/2016/03/03/trumps-false-claim-he-built-his-empire-with-a-small-loan-from-his-father/?utm_term%3D.5cb63b493288,https://archive.org/details/KNTV_20151026_151000_Today/start/2297.3/end/2318.5,"Washington Post",trumparchive
2015-10-25,"Health Care",http://www.politifact.com/truth-o-meter/statements/2015/oct/25/donald-trump/trump-obamacare-health-care-premiums-going-35-45-5/,https://archive.org/details/KGO_20151025_150600_This_Week_With_George_Stephanopoulos/start/223.7/end/237.2,PolitiFact,trumparchive
2015-10-25,"Terrorism,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2015/12/07/trumps-claim-that-he-predicted-osama-bin-laden/?utm_term%3D.33eda0db6a07,https://archive.org/details/KCRG_20151025_140500_This_Week_With_George_Stephanopoulos/start/556/end/576.5,"Washington Post",trumparchive
2015-10-20,Terrorism,http://www.politifact.com/truth-o-meter/statements/2015/oct/21/donald-trump/trump-says-cia-warned-president-bush-9-11-attacks/,https://archive.org/details/CNNW_20151020_110000_New_Day/start/750/end/762.2,PolitiFact,trumparchive
2015-10-20,"Executive Orders,Gun Control,Guns",http://www.factcheck.org/2015/10/trump-hears-obama-wants-to-take-guns/,https://archive.org/details/CNNW_20151020_110000_New_Day/start/185.8/end/228,FactCheck.org,trumparchive
2015-10-15,Taxes,http://www.politifact.com/virginia/statements/2015/oct/20/donald-trump/trump-bernie-sanders-wants-tax-everyone-90-percent/,https://archive.org/details/CSPAN_20151015_153800_Key_Capitol_Hill_Hearings/start/3364.8/end/3380,PolitiFact,trumparchive
2015-10-14,"Infrastructure,Transportation",http://www.politifact.com/virginia/statements/2015/oct/26/donald-trump/trump-says-61-percent-us-bridges-trouble/,https://archive.org/details/CSPAN2_20151014_230000_Key_Capitol_Hill_Hearings/start/2573.5/end/2586.1,PolitiFact,trumparchive
2015-10-14,Taxes,http://www.politifact.com/virginia/statements/2015/oct/20/donald-trump/trump-says-us-has-highest-tax-rate-anywhere-world/,https://archive.org/details/CSPAN2_20151014_230000_Key_Capitol_Hill_Hearings/start/1593/end/1610.5,PolitiFact,trumparchive
2015-10-06,"Biography,Iraq,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2015/10/21/donald-trumps-baseless-claim-that-the-bush-white-house-tried-to-silence-his-iraq-war-opposition-in-2003/?utm_term%3D.35d5caf00510,https://archive.org/details/FOXNEWSW_20151006_220100_Special_Report_With_Bret_Baier/start/735/end/755,"Washington Post",trumparchive
2015-10-04,"Foreign Policy,Immigration",http://www.politifact.com/truth-o-meter/statements/2015/oct/04/donald-trump/donald-trump-syrian-refugees-are-mostly-men/,https://archive.org/details/WABC_20151004_140100_This_Week_With_George_Stephanopoulos/start/605/end/618.6,PolitiFact,trumparchive
2015-10-04,Guns,http://www.factcheck.org/2015/10/the-oregon-shooting-and-gun-free-zones/,https://archive.org/details/FOXNEWSW_20151004_100000_Fox_and_Friends_Sunday/start/9318/end/9329.5,FactCheck.org,trumparchive
2015-10-03,"Refugees,Syria",http://www.factcheck.org/2015/10/trump-gets-refugee-numbers-wrong/,https://archive.org/details/CSPAN_20151003_200000_Donald_Trump_Campaign_Rally_in_Keene_New_Hampshire/start/2878/end/2891,FactCheck.org,trumparchive
2015-10-03,"Immigration,Sanctuary Cities",http://www.factcheck.org/2015/10/trump-attacks-bush-on-sanctuary-cities/,https://archive.org/details/CSPAN_20151003_200000_Donald_Trump_Campaign_Rally_in_Keene_New_Hampshire/start/677.5/end/718,FactCheck.org,trumparchive
2015-10-02,"Immigration,Foreign Policy,Syria",https://www.washingtonpost.com/news/fact-checker/wp/2015/10/08/trumps-repeated-claim-that-obama-is-accepting-200000-syrian-refugees/?utm_term%3D.e4744f9f464e,https://archive.org/details/MSNBCW_20151002_112500_Morning_Joe/start/600/end/620,"Washington Post",trumparchive
2015-09-30,"Emmigration,Immigration",https://www.washingtonpost.com/news/fact-checker/wp/2016/05/16/trumps-claim-that-young-strong-men-dominate-the-european-migrant-crisis/?utm_term%3D.19baaf01ec4f,https://archive.org/details/CNNW_20151001_020100_CNN_Tonight_With_Don_Lemon/start/327.6/end/356.9,"Washington Post",trumparchive
2015-09-29,"Unemployment Rate",https://www.washingtonpost.com/news/fact-checker/wp/2015/08/21/trumps-absurd-claim-the-real-unemployment-rate-is-42-percent/?utm_term%3D.e557367ca361,https://archive.org/details/CSPAN_20150929_103100_Key_Capitol_Hill_Hearings/start/1383/end/1406,"Washington Post",trumparchive
2015-09-28,"Economy,Jobs",http://www.politifact.com/truth-o-meter/statements/2015/sep/30/donald-trump/donald-trump-says-unemployment-rate-may-be-42-perc/,https://archive.org/details/CSPAN2_20150928_150400_Key_Capitol_Hill_Hearings/start/1325.7/end/1399,PolitiFact,trumparchive
2015-09-28,Taxes,https://www.washingtonpost.com/news/fact-checker/wp/2015/09/29/trumps-tax-plan-and-his-claim-that-its-going-to-cost-me-a-fortune/?utm_term%3D.592b6c395121,https://archive.org/details/CSPAN2_20150928_150400_Key_Capitol_Hill_Hearings/start/155/end/200,"Washington Post",trumparchive
2015-09-24,"Climate Change,Economy",http://www.factcheck.org/2016/11/the-candidates-on-climate-change/,https://archive.org/details/CNNW_20150924_110100_New_Day/start/393.1/end/425.7,FactCheck.org,trumparchive
2015-09-20,"Casino Gambling,Candidate Biography",http://www.factcheck.org/2015/09/doubling-down-on-falsehoods/,https://archive.org/details/KGO_20150920_150300_This_Week_With_George_Stephanopoulos/start/467.8/end/532,FactCheck.org,trumparchive
2015-09-16,"Vaccines,Autism",http://www.factcheck.org/2015/09/factchecking-the-cnn-republican-debate,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/10052/end/10086,FactCheck.org,trumparchive
2015-09-16,"Iraq,Foreign Policy",http://www.factcheck.org/2016/09/groundhog-friday-11/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/7174.6/end/7193.1,FactCheck.org,trumparchive
2015-09-16,"Iraq,Foreign Policy",http://www.factcheck.org/2016/09/factchecking-the-nbc-forum/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/7174.6/end/7193.1,FactCheck.org,trumparchive
2015-09-16,"Candidate Biography,Voting Record",http://www.politifact.com/truth-o-meter/statements/2015/sep/17/donald-trump/trump-says-marco-rubio-has-worst-voting-record-the/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/6906.7/end/6933.8,PolitiFact,trumparchive
2015-09-16,"Candidate Biography,Job Accomplishments,Technology",http://www.politifact.com/truth-o-meter/statements/2015/sep/21/donald-trump/fact-checking-donald-trumps-attack-carly-fiorinas-/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/5522.2/end/5545.3,PolitiFact,trumparchive
2015-09-16,Immigration,http://www.politifact.com/truth-o-meter/statements/2015/sep/17/donald-trump/donald-trump-says-mexico-doesnt-have-birthright-ci/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/5165.6/end/5185.1,PolitiFact,trumparchive
2015-09-16,Economy,http://www.politifact.com/truth-o-meter/statements/2015/sep/16/donald-trump/trump-walker-turned-1-billion-surplus-22-budget-sh/,https://archive.org/details/CNNW_20150917_000000_CNN_Republican_Debate/start/1541.6/end/1551.6,PolitiFact,trumparchive
2015-09-13,"Candidate Biography",http://www.politifact.com/truth-o-meter/statements/2015/sep/13/donald-trump/donald-trump-says-yale-laws-top-man-criticized-for/,https://archive.org/details/KPIX_20150913_153200_Face_the_Nation/start/388/end/411.3,PolitiFact,trumparchive
2015-09-10,"Foreign Policy,Iran",https://www.washingtonpost.com/news/fact-checker/wp/2015/09/11/trumps-claim-that-kerry-and-obama-said-discussing-hostages-in-iran-would-complicate-the-nuclear-talks/?utm_term%3D.1b190e7404ec,https://archive.org/details/CNNW_20150910_113000_New_Day/start/355/end/405,"Washington Post",trumparchive
2015-09-01,"Foreign Policy,Israel,Iran",http://www.politifact.com/virginia/statements/2015/sep/04/donald-trump/trump-says-iran-deal-forces-us-defend-iran-if-its-/,https://archive.org/details/CNNW_20150902_020000_CNN_Tonight_With_Don_Lemon/start/468/end/479.5,PolitiFact,trumparchive
2015-08-25,"Offshoring,Trade,Jobs",http://www.factcheck.org/2015/11/about-trumps-oreo-boycott/,https://archive.org/details/MSNBCW_20150825_233700_Hardball_With_Chris_Matthews/start/1199/end/1224,FactCheck.org,trumparchive
2015-08-23,"Foreign Policy,Iran",https://www.washingtonpost.com/news/fact-checker/wp/2015/08/17/schumers-claims-about-24-days-before-you-can-inspect-in-iran/?utm_term=.c382c5d02dc6,https://archive.org/details/WCBS_20150823_153000_The_McLaughlin_Group/start/804.5/end/830,"Washington Post",charles_schumer_archive
2015-08-19,"Foreign Policy,Trade",http://www.politifact.com/truth-o-meter/statements/2015/aug/27/donald-trump/trump-says-us-companies-moving-mexico-more-almost-/,https://archive.org/details/CNNW_20150820_010000_Anthony_Bourdain_Parts_Unknown/start/2363.7/end/2374,PolitiFact,trumparchive
2015-08-19,Immigration,http://www.politifact.com/truth-o-meter/statements/2015/aug/25/donald-trump/trump-many-scholars-say-anchor-babies-arent-covere/,https://archive.org/details/MSNBCW_20150819_224100_PoliticsNation_With_Al_Sharpton/start/237.6/end/251.2,PolitiFact,trumparchive
2015-08-17,"Obama Birth Certificate,Miscellaneous",https://www.washingtonpost.com/news/fact-checker/wp/2015/08/19/trumps-zombie-claim-that-obama-spent-4-million-to-conceal-school-and-passport-records/?utm_term%3D.64ec0ada2ff1,https://archive.org/details/WCAU_20150817_071900_Meet_the_Press/start/321/end/351,"Washington Post",trumparchive
2015-08-16,"Foreign Policy,Nuclear",http://www.politifact.com/truth-o-meter/statements/2015/aug/16/donald-trump/donald-trump-iran-gets-keep-150-billion-even-if-us/,https://archive.org/details/MSNBCW_20150816_180100_Meet_the_Press/start/582/end/601.5,PolitiFact,trumparchive
2015-08-09,Women,http://www.politifact.com/truth-o-meter/statements/2015/aug/10/donald-trump/donald-trump-says-women-viciously-attacked-him-fir/,https://archive.org/details/MSNBCW_20150809_180300_Meet_the_Press/start/393.3/end/404.7,PolitiFact,trumparchive
2015-08-09,"Polls and Public Opinion,Debates",http://www.politifact.com/truth-o-meter/statements/2015/aug/11/donald-trump/fact-checking-donald-trumps-claim-every-poll-said-/,https://archive.org/details/KPIX_20150809_153100_Face_the_Nation/start/140/end/180,PolitiFact,trumparchive
2015-08-09,"Biography,Media,Women",https://www.washingtonpost.com/news/fact-checker/wp/2015/08/11/trumps-bogus-claim-that-he-never-said-some-of-the-things-claimed-by-megyn-kelly/?utm_term%3D.b53c2536c96b,https://archive.org/details/WCAU_20150809_143300_Meet_the_Press/start/358/end/415,"Washington Post",trumparchive
2015-08-06,Immigration,http://www.politifact.com/truth-o-meter/statements/2015/aug/06/donald-trump/trump-mexican-government-they-send-bad-ones-over/,https://archive.org/details/FOXNEWSW_20150807_005000_Republican_Presidential_Candidates_Debate/start/2149.2/end/2189,PolitiFact,trumparchive
2015-08-06,Immigration,http://www.politifact.com/truth-o-meter/statements/2015/aug/07/donald-trump/trump-illegal-immigration-wasnt-anyones-mind-he-en/,https://archive.org/details/FOXNEWSW_20150807_005000_Republican_Presidential_Candidates_Debate/start/2081.4/end/2097.1,PolitiFact,trumparchive
2015-08-02,Economy,http://www.politifact.com/truth-o-meter/statements/2015/aug/02/donald-trump/donald-trump-black-income-unemployment-worse-now-j/,https://archive.org/details/KGO_20150802_150600_This_Week_With_George_Stephanopoulos/start/361.7/end/401.2,PolitiFact,trumparchive
2015-07-24,"Census,Immigration",http://www.politifact.com/florida/statements/2015/jul/28/donald-trump/donald-trump-says-number-illegal-immigrants-30-mil/,https://archive.org/details/MSNBCW_20150724_110500_Morning_Joe/start/384/end/397.6,PolitiFact,trumparchive
2015-07-20,"Immigration,Veterans",https://www.washingtonpost.com/news/fact-checker/wp/2016/09/13/trumps-ridiculous-claim-that-veterans-are-treated-worse-than-undocumented-immigrants/?utm_term%3D.4d86bc9c6a3a,https://archive.org/details/KNTV_20150720_140800_Today/start/255/end/265,"Washington Post",trumparchive
2015-07-19,"Elections,Military",http://www.politifact.com/truth-o-meter/statements/2015/jul/19/donald-trump/trump-i-called-mccain-hero-four-times/,https://archive.org/details/WPVI_20150719_143300_This_Week_With_George_Stephanopoulos/start/300.7/end/315.1,PolitiFact,trumparchive
2015-07-19,"Military,Veterans,Voting Record",http://www.politifact.com/truth-o-meter/statements/2015/jul/21/donald-trump/after-not-war-hero-remark-donald-trump-says-john-m/,https://archive.org/details/WPVI_20150719_143300_This_Week_With_George_Stephanopoulos/start/142/end/159.3,PolitiFact,trumparchive
2015-07-08,"Foreign Policy,Immigration",http://www.politifact.com/truth-o-meter/statements/2015/jul/09/donald-trump/donald-trump-says-mexican-government-forces-many-b/,https://archive.org/details/MSNBCW_20150708_200100_NOW_With_Alex_Wagner/start/115.7/end/145.9,PolitiFact,trumparchive
2015-07-01,"Candidate Biography,Job Accomplishments",http://www.politifact.com/truth-o-meter/statements/2015/jul/06/donald-trump/donald-trumps-art-deal-best-selling-business-book-/,https://archive.org/details/CNNW_20150702_020100_CNN_Tonight_WIth_Don_Lemon/start/239.2/end/265.5,PolitiFact,trumparchive
2015-07-01,"Crime,Immigration",http://www.politifact.com/truth-o-meter/statements/2015/jul/06/donald-trump/trump-immigration-claim-has-no-data-back-it/,https://archive.org/details/FBC_20150701_113000_Mornings_With_Maria_Bartiromo/start/56/end/68.8,PolitiFact,trumparchive
2015-06-28,"Abortion,Polls and Public Opinion",http://www.politifact.com/truth-o-meter/statements/2015/jun/28/donald-trump/trump-pro-choice-polling-numbers-declining/,https://archive.org/details/CNNW_20150628_131400_State_of_the_Union_With_Jake_Tapper/start/459.2/end/469.2,PolitiFact,trumparchive
2015-06-16,"Medicaid,Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2017/03/13/president-trump-the-king-of-flip-flops/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/3056.7/end/3068,"Washington Post",trumparchive
2015-06-16,"Military,Nuclear",http://www.politifact.com/truth-o-meter/statements/2015/jun/18/donald-trump/donald-trump-says-our-nuclear-arsenal-doesnt-work/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/825.2/end/866,PolitiFact,trumparchive
2015-06-16,"Economy,Jobs",http://www.politifact.com/truth-o-meter/statements/2015/jun/16/donald-trump/donald-trump-says-real-unemployment-rate-18-20-per/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/783.8/end/794.2,PolitiFact,trumparchive
2015-06-16,"Economy,Jobs",http://www.politifact.com/truth-o-meter/statements/2015/jun/16/donald-trump/donald-trump-says-us-gdp-never-negative-ter/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/752.2/end/766.9,PolitiFact,trumparchive
2015-06-16,Terrorism,http://www.politifact.com/truth-o-meter/statements/2015/jun/16/donald-trump/donald-trump-isis-built-hotel-syria/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/608.7/end/627.9,PolitiFact,trumparchive
2015-06-16,"Immigration,Crime",https://www.washingtonpost.com/news/fact-checker/wp/2015/07/08/donald-trumps-false-comments-connecting-mexican-immigrants-and-crime/?utm_term%3D.57195c4e64ed,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/531/end/573.5,"Washington Post",trumparchive
2015-06-16,"Economy,Transportation",http://www.politifact.com/truth-o-meter/statements/2015/jun/17/donald-trump/donald-trump-chevrolet-tokyo-japan-doesnt-exist/,https://archive.org/details/CSPAN3_20150616_150000_Donald_Trump_Presidential_Campaign_Announcement/start/494.8/end/517.1,PolitiFact,trumparchive
2015-05-17,"Congress,Congressional Rules,Foreign Policy,History,Trade",http://www.politifact.com/truth-o-meter/statements/2015/may/17/paul-ryan/fast-track-trade-authority-has-every-president-fdr/,https://archive.org/details/CNNW_20150517_130000_State_of_the_Union/start/1638.4/end/1662.8,PolitiFact,paul_ryan_archive
2015-04-30,"Veterans,Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2015/05/04/pelosis-perplexing-claim-that-house-bill-would-cut-va-medical-care-funds/?utm_term=.95d7dbfd305d,https://archive.org/details/CSPAN_20150430_150000_House_Session/start/3123/end/3172.5,"Washington Post",nancy_pelosi_archive
2015-03-15,"Foreign Policy,History,Terrorism",http://www.politifact.com/truth-o-meter/statements/2015/mar/16/mitch-mcconnell/mitch-mcconnell-john-kerry-visited-nicaragua-1980s/,https://archive.org/details/CNNW_20150315_160000_State_of_the_Union/start/85.5/end/123.5,PolitiFact,mitch_mcconnell_archive
2015-03-08,"Clinton Emails,Elections,Transparency,Foreign Policy",http://www.politifact.com/truth-o-meter/statements/2015/mar/08/charles-schumer/fact-checking-chuck-schumers-defense-hillary-clint/,https://archive.org/details/KPIX_20150309_000000_Face_the_Nation/start/6.5/end/79,PolitiFact,charles_schumer_archive
2015-03-08,"Clinton Emails,Elections,Transparency,Foreign Policy",https://www.washingtonpost.com/news/fact-checker/wp/2015/03/10/the-misleading-democratic-spin-on-hillary-clintons-emails/?utm_term=.c0f69d9854fc,https://archive.org/details/KPIX_20150309_000000_Face_the_Nation/start/6.5/end/79,"Washington Post",charles_schumer_archive
2015-01-07,"Economy,Jobs",http://www.politifact.com/truth-o-meter/statements/2015/jan/08/mitch-mcconnell/mitch-mcconnell-says-economic-uptick-coincides-exp/,https://archive.org/details/CSPAN2_20150108_030000_Key_Capitol_Hill_Hearings/start/5986.7/end/6008.7,PolitiFact,mitch_mcconnell_archive
2015-01-04,"Environment,Jobs,Energy",https://www.washingtonpost.com/news/fact-checker/wp/2015/01/06/will-keystone-xl-pipeline-create-42000-new-jobs/?utm_term=.3561b5833ce1,https://archive.org/details/KPIX_20150104_163000_Face_the_Nation/start/250/end/288.5,"Washington Post",charles_schumer_archive
2014-11-26,"Congress,Health Care",http://www.politifact.com/truth-o-meter/statements/2014/dec/04/charles-schumer/uninsured-vote-low-rates-charles-schumer/,https://archive.org/details/CSPAN2_20141126_150000_U.S._Senate/start/17257/end/17283,PolitiFact,charles_schumer_archive
2014-11-13,"Health Care",http://www.politifact.com/truth-o-meter/statements/2014/nov/13/nancy-pelosi/nancy-pelosi-says-she-doesnt-know-who-jonathan-gru/,https://archive.org/details/CSPAN_20141113_190000_Key_Capitol_Hill_Hearings/start/4721/end/4769.5,PolitiFact,nancy_pelosi_archive
2014-11-05,"Legislative Process",https://www.washingtonpost.com/news/fact-checker/wp/2014/11/07/are-300-house-bills-really-bottled-up-in-the-senate/?utm_term=.4079844f42ab,https://archive.org/details/MSNBCW_20141105_190000_The_Reid_Report/start/670.9/end/680.9,"Washington Post",mitch_mcconnell_archive
2014-10-14,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2014/10/16/mitch-mcconnells-puzzling-claims-on-insurance-in-kentucky-post-obamacare/?utm_term=.9d69c1b5ff60,https://archive.org/details/CSPAN_20141014_160000_Key_Capitol_Hill_Hearings/start/1172.1/end/1193.6,"Washington Post",mitch_mcconnell_archive
2014-07-10,"Health Care,Sexuality,Women,Contraception,Legal Issues",http://www.politifact.com/truth-o-meter/statements/2014/jul/11/nancy-pelosi/nancy-pelosi-says-supreme-court-five-guys-who-star/,https://archive.org/details/CSPAN3_20140710_170000_Politics__Public_Policy_Today/start/4418/end/4428.6,PolitiFact,nancy_pelosi_archive
2014-07-10,"Health Care,Sexuality,Women,Contraception,Legal Issues",https://www.washingtonpost.com/news/fact-checker/wp/2014/07/14/democrats-on-hobby-lobby-misspeaks-opinion-and-overheated-rhetoric/?utm_term=.aed315834464,https://archive.org/details/CSPAN3_20140710_170000_Politics__Public_Policy_Today/start/4418/end/4428.6,"Washington Post",nancy_pelosi_archive
2014-06-17,"Coal,Energy",http://www.factcheck.org/2014/06/mcconnell-misquotes-epa-administrator/,https://archive.org/details/CSPAN2_20140617_140000_Key_Capitol_Hill_Hearings/start/1440.2/end/1468.1,FactCheck.org,mitch_mcconnell_archive
2014-06-17,"Coal,Energy",https://www.washingtonpost.com/news/fact-checker/wp/2014/06/19/did-epa-administrator-gina-mccarthy-declare-a-war-on-coal/?utm_term=.e1e4e57bbb68,https://archive.org/details/CSPAN2_20140617_140000_Key_Capitol_Hill_Hearings/start/1440.2/end/1468.1,"Washington Post",mitch_mcconnell_archive
2014-05-05,"Children,Economy,Families,Jobs,Poverty",http://www.politifact.com/truth-o-meter/statements/2014/may/08/charles-schumer/does-1010-minimum-wage-get-you-out-poverty/,https://archive.org/details/MSNBCW_20140505_100000_Morning_Joe/start/4078/end/4092.5,PolitiFact,charles_schumer_archive
2014-02-04,Jobs,http://www.factcheck.org/2014/02/lost-jobs-from-obamacare/,https://archive.org/details/FOXNEWSW_20140204_230000_Special_Report_With_Bret_Baier/start/2311.5/end/2340.6,FactCheck.org,mitch_mcconnell_archive
2014-01-26,Income,http://www.politifact.com/truth-o-meter/statements/2014/jan/26/mitch-mcconnell/mitch-mcconnell-says-minimum-wage-young-people-ent/,https://archive.org/details/FOXNEWSW_20140126_190000_FOX_News_Sunday_With_Chris_Wallace/start/1235.7/end/1252.5,PolitiFact,mitch_mcconnell_archive
2013-12-22,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2013/12/26/schumers-claims-about-democratic-and-gop-efforts-to-fix-obamacare/?utm_term=.ca923c266acc,https://archive.org/details/KNTV_20131222_160000_Meet_the_Press/start/183.5/end/198,"Washington Post",charles_schumer_archive
2013-12-11,"Congress,Federal Budget",http://www.politifact.com/truth-o-meter/statements/2013/dec/19/paul-ryan/rep-paul-ryan-said-bipartisan-budget-deal-first-di/,https://archive.org/details/CSPAN_20131211_100000_Key_Capitol_Hill_Hearings/start/6631.3/end/6644.3,PolitiFact,paul_ryan_archive
2013-12-04,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2013/12/10/mcconnells-claim-of-obamacares-extraordinary-disruption-for-americans-with-health-insurance/?utm_term=.a3bbd75cfb65,https://archive.org/details/FOXNEWSW_20131205_000000_Greta_Van_Susteren/start/3496.6/end/3516.8,"Washington Post",mitch_mcconnell_archive
2013-11-21,"Congressional Rules",http://www.politifact.com/truth-o-meter/statements/2013/nov/22/mitch-mcconnell/mitch-mcconnell-among-flip-floppers-senates-nuclea/,https://archive.org/details/CSPAN2_20131121_150000_Key_Capitol_Hill_Hearings/start/3944/end/3974.2,PolitiFact,mitch_mcconnell_archive
