"Date of Airing (EST)","Topic List","Fact Check","TV Clip",Organization,Collection
2017-06-16,"FBI,Legal Issues",http://www.factcheck.org/2017/06/explaining-trumps-russia-tweets/,https://archive.org/details/CNNW_20170616_160000_Inside_Politics/start/129.2/end/139.2,FactCheck.org,trumparchive
2017-06-15,"Russia,Ethics,Legal Issues,FBI",http://www.factcheck.org/2017/06/explaining-trumps-russia-tweets/,https://archive.org/details/CNNW_20170615_200000_The_Lead_With_Jake_Tapper/start/324/end/341.7,FactCheck.org,trumparchive
2017-06-14,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/15/president-trumps-mangled-facts-about-obamacare/?utm_term=.e5128c536482,https://archive.org/details/CSPAN_20170614_081000_President_Speaks_About_Plan_to_Replace_Affordable_Care_Act/start/52.3/end/160.3,"Washington Post",trumparchive
2017-06-14,"Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/15/president-trumps-mangled-facts-about-obamacare/,https://archive.org/details/CSPAN_20170614_050000_President_Speaks_About_Plan_to_Replace_Affordable_Care_Act/start/179.8/end/193.8,"Washington Post",trumparchive
2017-06-13,"Health Care",http://www.politifact.com/wisconsin/statements/2017/jun/15/donald-trump/donald-trumps-claim-about-obamacare-premiums-doubl/,https://archive.org/details/CSPAN2_20170613_234500_President_Trump_Remarks_on_Health_Care/start/312.8/end/326.1,PolitiFact,trumparchive
2017-06-13,"Legal Issues,Transparency",http://www.politifact.com/truth-o-meter/statements/2017/jun/14/jeff-sessions/jeff-sessions-cites-longstanding-policy-deflect-se/,https://archive.org/details/CSPAN3_20170613_184000_Attorney_General_Calls_Collusion_Accusations_a_Detestable_Lie/start/2626.3/end/2650.6,PolitiFact,jeff_sessions_archive
2017-06-12,"Job Accomplishments",http://www.politifact.com/truth-o-meter/statements/2017/jun/13/donald-trump/donald-trumps-boasts-about-accomplishments-office-/,https://archive.org/details/CSPAN2_20170612_161700_President_Touts_Accomplishments_at_Cabinet_Meeting/start/207.4/end/225.3,PolitiFact,trumparchive
2017-06-12,"Congressional Rules",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/13/president-trumps-claim-his-nominees-faced-record-setting-long-delays/?utm_term=.efcdbe0c916c,https://archive.org/details/CSPAN2_20170612_161700_President_Touts_Accomplishments_at_Cabinet_Meeting/start/91.4/end/108.9,"Washington Post",trumparchive
2017-06-12,"Women,Science,Jobs",http://www.politifact.com/truth-o-meter/statements/2017/jun/12/ivanka-trump/ivanka-trump-target-figures-women-stem-fields/,https://archive.org/details/FOXNEWSW_20170612_100000_FOX__Friends/start/3910.3/end/3952.4,PolitiFact,ivanka_trump_archive
2017-06-12,"Legal Issues",http://www.politifact.com/truth-o-meter/article/2017/jun/11/donald-trump-comeys-leak-memos-totally-illegal/,https://archive.org/details/CNNW_20170612_060000_CNN_Newsroom_Live/start/2079/end/2089,PolitiFact,trumparchive
2017-06-10,"Infrastructure,Government regulation",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/14/trumps-claim-that-americans-built-the-golden-gate-bridge-in-four-years-and-the-hoover-dam-in-five/?utm_term=.dd769b38004b,https://archive.org/details/CSPAN_20170610_222000_Presidential_Weekly_Address/start/57.2/end/78.8,"Washington Post",trumparchive
2017-06-09,"Jobs,Health Care",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/20/pelosis-claim-that-an-estimated-1-8-million-jobs-will-be-lost-through-ahca/?utm_term=.7b2a177731b3,https://archive.org/details/CSPAN_20170609_181500_Minority_Leader_Pelosi_Presidents_Fitness_for_Office_Being_Called_into.../start/180.6/end/205.9,"Washington Post",nancy_pelosi_archive
2017-06-07,"Coal,Jobs,Job Accomplishments",http://www.factcheck.org/2017/06/trumps-coal-spin/,https://archive.org/details/CSPAN_20170607_225800_President_Pushes_Infrastructure_Agenda_in_Cincinnati_Ohio/start/1016.5/end/1029.7,FactCheck.org,trumparchive
2017-06-05,"Homeland Security,Refugees,Terrorism,Travel Ban,Vetting",http://www.politifact.com/truth-o-meter/article/2017/jun/05/trump-says-his-immigration-executive-order-travel-/,https://archive.org/details/MSNBCW_20170606_030000_The_11th_Hour_With_Brian_Williams/start/1768/end/1806.5,PolitiFact,trumparchive
2017-06-05,"Aviation,Safety",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/07/president-trumps-claim-that-obama-spent-7-billion-to-upgrade-air-traffic-control-and-totally-failed/?utm_term=.6458db88f8ff,https://archive.org/details/CSPAN_20170605_201900_President_Announces_Air_Traffic_Control_Privatization_Plan/start/710.6/end/745.1,"Washington Post",trumparchive
2017-06-05,"Homeland Security",http://www.politifact.com/truth-o-meter/article/2017/jun/05/trump-says-his-immigration-executive-order-travel-/,https://archive.org/details/CNNW_20170605_120000_New_Day/start/455/end/477,PolitiFact,sebastian_gorka_archive
2017-06-05,"Homeland Security,Terrorism",http://www.politifact.com/truth-o-meter/statements/2017/jun/04/donald-trump/donald-trumps-tweet-misleads-about-london-mayors-r/,https://archive.org/details/CNNW_20170605_070000_CNN_Newsroom_Live/start/1263/end/1273,PolitiFact,trumparchive
2017-06-04,"Carbon Emissions,Climate Change,Paris Agreement",http://www.factcheck.org/2017/06/gore-pruitt-debate-paris-targets/,https://archive.org/details/MSNBCW_20170604_180000_Meet_the_Press/start/1877.7/end/1912,FactCheck.org,scott_pruitt_archive
2017-06-04,"Jobs,Coal,Environment",http://www.factcheck.org/2017/06/scott-pruitt-coal-jobs/,https://archive.org/details/MSNBCW_20170604_180000_Meet_the_Press/start/1740/end/1777,FactCheck.org,scott_pruitt_archive
2017-06-04,"Jobs,Coal,Environment",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/06/pruitts-claim-that-almost-50000-jobs-have-been-gained-in-coal/?utm_term=.ebec15b38803,https://archive.org/details/KTVU_20170604_170000_Fox_News_Sunday_With_Chris_Wallace/start/1269.3/end/1281.2,"Washington Post",scott_pruitt_archive
2017-06-04,"Jobs,Coal,Environment",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/06/pruitts-claim-that-almost-50000-jobs-have-been-gained-in-coal/?utm_term=.ebec15b38803,https://archive.org/details/KGO_20170604_150000_This_Week_With_George_Stephanopoulos/start/2909/end/2920.2,"Washington Post",scott_pruitt_archive
2017-06-01,"Environment,Climate Change,Legal Issues",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/1573.3/end/1613.2,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change,Legal Issues",http://www.factcheck.org/2017/06/factchecking-trumps-climate-speech/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/1573.3/end/1613.2,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/1328.4/end/1419.4,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change",http://www.factcheck.org/2017/06/factchecking-trumps-climate-speech/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/1328.4/end/1419.4,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change",http://www.politifact.com/truth-o-meter/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/1233.5/end/1260,PolitiFact,trumparchive
2017-06-01,"Environment,Climate Change",http://www.factcheck.org/2017/06/will-paris-tiny-effect-warming/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/818.6/end/848.5,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change",http://www.politifact.com/truth-o-meter/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/818.6/end/848.5,PolitiFact,trumparchive
2017-06-01,"Environment,Climate Change",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/818.6/end/848.5,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change,Economy,Energy",http://www.politifact.com/truth-o-meter/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/771/end/802.8,PolitiFact,trumparchive
2017-06-01,"Environment,Climate Change,Coal",http://www.politifact.com/truth-o-meter/statements/2017/jun/05/donald-trump/donald-trump-wrong-paris-accord-china-and-coal-pla/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/620/end/643,PolitiFact,trumparchive
2017-06-01,"Environment,Climate Change,Coal",http://www.factcheck.org/2017/06/trump-china-india-coal/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/620/end/643,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change,Coal",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/620/end/643,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change,Coal",http://www.politifact.com/truth-o-meter/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/620/end/643,PolitiFact,trumparchive
2017-06-01,"Coal,Jobs",http://www.factcheck.org/2017/06/trumps-coal-spin/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/600.6/end/616.7,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/519.8/end/591,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change",http://www.factcheck.org/2017/06/factchecking-trumps-climate-speech/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/519.8/end/591,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change,Economy,Jobs",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/390/end/508,"Washington Post",trumparchive
2017-06-01,"Environment,Climate Change,Economy,Jobs",http://www.factcheck.org/2017/06/factchecking-trumps-climate-speech/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/390/end/508,FactCheck.org,trumparchive
2017-06-01,"Environment,Climate Change,Economy,Jobs",http://www.politifact.com/truth-o-meter/article/2017/jun/01/fact-checking-donald-trumps-statement-withdrawing-/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/390/end/508,PolitiFact,trumparchive
2017-06-01,"Environment,Climate Change",https://www.washingtonpost.com/news/fact-checker/wp/2017/06/01/fact-checking-president-trumps-claims-on-the-paris-climate-change-deal/?utm_term=.ef17a40d6ec2,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/294.2/end/305.1,"Washington Post",trumparchive
2017-06-01,"Economy,Jobs",http://www.factcheck.org/2017/06/factchecking-trumps-climate-speech/,https://archive.org/details/CSPAN_20170601_201800_President_Announces_Withdrawal_from_Paris_Climate_Agreement/start/73.9/end/107.1,FactCheck.org,trumparchive
2017-05-30,"Trade,Trade Deficit",http://www.politifact.com/truth-o-meter/article/2017/may/30/does-us-have-massive-trade-deficit-germany-donald-/,https://archive.org/details/KQED_20170530_220000_PBS_NewsHour/start/232.5/end/242.5,PolitiFact,trumparchive
2017-05-28,"Homeland Security,Immigration",http://www.politifact.com/truth-o-meter/statements/2017/may/31/john-kelly/are-there-us-embassies-countries-listed-trumps-tra/,https://archive.org/details/FOXNEWSW_20170528_180000_Fox_News_Sunday_With_Chris_Wallace/start/948.4/end/974.8,PolitiFact,john_kelly_archive
2017-05-28,"Homeland Security",http://www.politifact.com/truth-o-meter/article/2017/jun/05/trump-says-his-immigration-executive-order-travel-/,https://archive.org/details/FOXNEWSW_20170528_180000_Fox_News_Sunday_With_Chris_Wallace/start/874.7/end/900.9,PolitiFact,john_kelly_archive
2017-05-25,"NATO,Military",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/31/trump-on-nato-funding-still-misleading-after-months-of-fact-checks/?utm_term=.d1dbf96c1037,https://archive.org/details/CSPAN_20170526_000300_President_Trump_and_German_Chancellor_Merkel_Remarks/start/768.7/end/817.4,"Washington Post",trumparchive
2017-05-23,"Federal Budget,Deficit,Taxes",http://www.factcheck.org/2017/05/double-counting-growth/,https://archive.org/details/CSPAN2_20170524_000000_White_House_Budget_Director_Were_Slowing_Medicaid_Growth_Rate/start/476.2/end/497,FactCheck.org,mick_mulvaney_archive
2017-05-23,"Federal Budget,Deficit,Taxes",http://www.factcheck.org/2017/05/double-counting-growth/,https://archive.org/details/CSPAN2_20170524_000000_White_House_Budget_Director_Were_Slowing_Medicaid_Growth_Rate/start/238.2/end/260.5,FactCheck.org,mick_mulvaney_archive
2017-05-18,"Ethics,Legal Issues",http://www.politifact.com/truth-o-meter/article/2017/jun/08/three-times-james-comeys-testimony-contradicted-do/,https://archive.org/details/CSPAN2_20170518_200600_President_Trump_Holds_News_Conference_with_Colombian_President/start/1298.1/end/1324.6,PolitiFact,trumparchive
2017-05-18,"Crime,Criminal Justice,Legal Issues",http://www.politifact.com/truth-o-meter/statements/2017/may/18/charles-schumer/did-federal-inmate-population-drop-under-obama-fir/,https://archive.org/details/CSPAN2_20170518_135800_U.S._Senate_Votes_on_Associate_Attorney_General_Nomination/start/1312/end/1324,PolitiFact,charles_schumer_archive
2017-05-17,Military,http://www.politifact.com/truth-o-meter/statements/2017/may/24/donald-trump/trump-goes-bit-overboard-icebreaker-claim/,https://archive.org/details/CSPAN_20170518_010100_President_Tells_Coast_Guard_Graduates_to_Never_Back_Down/start/925.2/end/940.2,PolitiFact,trumparchive
2017-05-16,"Health Care,Veterans",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/18/nancy-pelosis-claim-that-seven-million-veterans-will-lose-their-tax-credit-under-the-gop-health-bill/?utm_term=.1b0f99257815,https://archive.org/details/CSPAN3_20170516_204700_Center_for_American_Progress_Holds_Ideas_Conference/start/2992.5/end/3010.1,"Washington Post",nancy_pelosi_archive
2017-05-16,"National Security,Homeland Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/1080/end/1115,"Washington Post",h_r_mcmaster_archive
2017-05-16,"National Security,Homeland Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/910/end/969,"Washington Post",h_r_mcmaster_archive
2017-05-16,"Homeland Security,National Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/800/end/847,"Washington Post",h_r_mcmaster_archive
2017-05-16,"Homeland Security,National Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/620.2/end/703.6,"Washington Post",h_r_mcmaster_archive
2017-05-16,"Homeland Security,National Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/546.4/end/590.2,"Washington Post",h_r_mcmaster_archive
2017-05-16,"Homeland Security,National Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170516_210300_National_Security_Adviser_Defends_Presidents_Disclosure_of_Classified.../start/449/end/478.8,"Washington Post",h_r_mcmaster_archive
2017-05-15,"Homeland Security,National Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/16/translating-mcmasters-rhetoric-on-the-russia-leak-story/?utm_term=.d02c3e4c66d0,https://archive.org/details/CSPAN_20170515_230800_National_Security_Adviser_Denies_President_Revealed_Classified_Information.../start/22/end/49.5,"Washington Post",h_r_mcmaster_archive
2017-05-13,"FBI,Ethics",http://www.factcheck.org/2017/05/trump-vs-comey/,https://archive.org/details/FOXNEWSW_20170514_010000_Justice_With_Judge_Jeanine/start/1478.6/end/1511.7,FactCheck.org,trumparchive
2017-05-12,"Elections,Homeland Security",http://www.politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/,https://archive.org/details/MSNBCW_20170512_160000_Andrea_Mitchell_Reports/start/370.4/end/380.4,PolitiFact,trumparchive
2017-05-11,"Ethics,Legal Issues,FBI",http://www.factcheck.org/2017/05/trump-vs-comey/,https://archive.org/details/KNTV_20170512_003000_NBC_Nightly_News_With_Lester_Holt/start/273.9/end/333.4,FactCheck.org,trumparchive
2017-05-11,"Ethics,Legal Issues,FBI",http://www.politifact.com/truth-o-meter/article/2017/jun/08/three-times-james-comeys-testimony-contradicted-do/,https://archive.org/details/KNTV_20170512_003000_NBC_Nightly_News_With_Lester_Holt/start/273.9/end/333.4,PolitiFact,trumparchive
2017-05-11,"FBI,Homeland Security,Russia",http://www.politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/,https://archive.org/details/KNTV_20170512_003000_NBC_Nightly_News_With_Lester_Holt/start/133.2/end/256.4,PolitiFact,trumparchive
2017-05-11,"FBI,Homeland Security,Russia",http://www.factcheck.org/2017/05/trump-fire-comey/,https://archive.org/details/KNTV_20170512_003000_NBC_Nightly_News_With_Lester_Holt/start/133.2/end/256.4,FactCheck.org,trumparchive
2017-05-11,"FBI,Homeland Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/12/all-of-the-white-houses-conflicting-explanations-for-comeys-firing-a-timeline/?utm_term=.7266a3f85e2e,https://archive.org/details/KNTV_20170512_003000_NBC_Nightly_News_With_Lester_Holt/start/133.2/end/256.4,"Washington Post",trumparchive
2017-05-10,"Homeland Security,FBI,Ethics",http://www.politifact.com/truth-o-meter/article/2017/may/10/did-james-comey-tell-donald-trump-three-times-he-i/,https://archive.org/details/CNNW_20170510_080000_Early_Start_with_Christine_Romans_and_Dave_Briggs/start/179.8/end/193,PolitiFact,trumparchive
2017-05-10,"Homeland Security,FBI,Ethics",http://www.politifact.com/truth-o-meter/article/2017/may/10/did-james-comey-tell-donald-trump-three-times-he-i/,https://archive.org/details/CNNW_20170510_080000_Early_Start_with_Christine_Romans_and_Dave_Briggs/start/179.8/end/193,PolitiFact,trumparchive
2017-05-10,"Homeland Security,FBI,Ethics",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/12/all-of-the-white-houses-conflicting-explanations-for-comeys-firing-a-timeline/?utm_term=.93722b40cae7,https://archive.org/details/CNNW_20170510_080000_Early_Start_with_Christine_Romans_and_Dave_Briggs/start/179.8/end/193,"Washington Post",trumparchive
2017-05-10,"Homeland Security,FBI,Ethics",http://www.factcheck.org/2017/05/trumps-nothing-see-spin/,https://archive.org/details/CNNW_20170510_080000_Early_Start_with_Christine_Romans_and_Dave_Briggs/start/179.8/end/193,FactCheck.org,trumparchive
2017-05-09,"FBI,Russia,Legal Issues",http://www.factcheck.org/2017/05/trumps-nothing-see-spin/,https://archive.org/details/CSPAN_20170510_034600_Senate_Democratic_Leader_Calls_for_Special_Prosecutor_in_Wake_of_Comey.../start/74.9/end/151,FactCheck.org,charles_schumer_archive
2017-05-08,"Homeland Security,Russia",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/09/trumps-pointing-of-the-finger-at-obama-for-failing-to-vet-flynn/?utm_term=.2618eb5db138,https://archive.org/details/CSPAN2_20170508_171200_White_House_Confirms_President_Obama_Expressed_Views_on_Michael_Flynn/start/409/end/424.3,"Washington Post",sean_spicer_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/republican-health-care-spin/,https://archive.org/details/MSNBCW_20170507_230000_Meet_the_Press/start/570.5/end/586.9,FactCheck.org,tom_price_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/republican-health-care-spin/,https://archive.org/details/KGO_20170507_150000_This_Week_With_George_Stephanopoulos/start/1373.9/end/1389.5,FactCheck.org,paul_ryan_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/republican-health-care-spin/,https://archive.org/details/KGO_20170507_150000_This_Week_With_George_Stephanopoulos/start/1321.7/end/1332.9,FactCheck.org,paul_ryan_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/republican-health-care-spin/,https://archive.org/details/KGO_20170507_150000_This_Week_With_George_Stephanopoulos/start/1071.8/end/1088.7,FactCheck.org,paul_ryan_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/premium-spin/,https://archive.org/details/KGO_20170507_150000_This_Week_With_George_Stephanopoulos/start/1020/end/1031.1,FactCheck.org,paul_ryan_archive
2017-05-07,"Public Health,Health Care",http://www.politifact.com/wisconsin/statements/2017/may/19/paul-ryan/paul-ryans-claim-wisconsin-being-model-covering-pe/,https://archive.org/details/KGO_20170507_150000_This_Week_With_George_Stephanopoulos/start/763.5/end/780,PolitiFact,paul_ryan_archive
2017-05-07,"Health Care",http://www.factcheck.org/2017/05/republican-health-care-spin/,https://archive.org/details/CNNW_20170507_130000_State_of_the_Union_With_Jake_Tapper/start/369.8/end/393.1,FactCheck.org,tom_price_archive
2017-05-04,"Religion,Military",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/10/president-trumps-claim-that-a-military-hospital-precluded-servicemembers-from-receiving-religious-items/?utm_term=.5b584479ed04,https://archive.org/details/CSPAN3_20170504_171700_President_Trump_Signs_Religious_Liberty_Executive_Order/start/1800/end/1830,"Washington Post",trumparchive
2017-05-02,"Federal Budget,Military",http://www.politifact.com/wisconsin/statements/2017/may/11/paul-ryan/paul-ryans-pants-fire-claim-air-force-pilots-force/,https://archive.org/details/FOXNEWSW_20170502_130000_Americas_Newsroom/start/4113.1/end/4124.8,PolitiFact,paul_ryan_archive
2017-04-30,Taxes,https://www.washingtonpost.com/news/fact-checker/wp/2017/05/02/schumers-claim-that-millions-would-pay-more-under-trumps-tax-plan/?utm_term=.63a366bf8cd2,https://archive.org/details/FOXNEWSW_20170430_180000_Fox_News_Sunday_With_Chris_Wallace/start/1837/end/1866.5,"Washington Post",charles_schumer_archive
2017-04-30,"Russia,Elections,Homeland Security",http://www.politifact.com/truth-o-meter/statements/2017/may/02/donald-trump/donald-trump-says-michael-flynn-got-security-clear/,https://archive.org/details/KPIX_20170430_160000_Face_the_Nation/start/5/end/23.5,PolitiFact,trumparchive
2017-04-30,"Russia,Elections,Homeland Security",http://www.politifact.com/truth-o-meter/article/2017/apr/30/fact-checking-donald-trumps-100-days-interview-cbs/,https://archive.org/details/KPIX_20170430_160000_Face_the_Nation/start/5/end/23.5,PolitiFact,trumparchive
2017-04-30,"Health Care,Government regulation,Medicare,Medicaid",http://www.politifact.com/florida/statements/2017/may/01/donald-trump/does-new-version-ahca-still-cover-pre-existing-con/,https://archive.org/details/KPIX_20170430_153100_Face_the_Nation/start/725.5/end/740.5,PolitiFact,trumparchive
2017-04-30,"Health Care,Government regulation,Medicare,Medicaid",http://www.politifact.com/truth-o-meter/article/2017/apr/30/fact-checking-donald-trumps-100-days-interview-cbs/,https://archive.org/details/KPIX_20170430_153100_Face_the_Nation/start/725.5/end/740.5,PolitiFact,trumparchive
2017-04-30,"Military,Health Care,Veterans",https://www.washingtonpost.com/news/fact-checker/wp/2017/05/17/trumps-claim-veterans-received-42-percent-more-approvals-to-get-non-va-health-care/?utm_term=.dab78e3b66aa,https://archive.org/details/CSPAN_20170430_060400_Pres._Trump_Harrisburg_speech_only/start/1864/end/1897,"Washington Post",trumparchive
2017-04-30,Jobs,http://www.factcheck.org/2017/05/trumps-100-day-boasts/,https://archive.org/details/CSPAN_20170430_060400_Pres._Trump_Harrisburg_speech_only/start/1625/end/1653,FactCheck.org,trumparchive
2017-04-30,"Supreme Court,History",http://www.factcheck.org/2017/05/trumps-100-day-boasts/,https://archive.org/details/CSPAN_20170430_060400_Pres._Trump_Harrisburg_speech_only/start/1394/end/1413,FactCheck.org,trumparchive
2017-04-30,"Environment,Climate Change",http://www.factcheck.org/2017/05/trump-paris-agreement/,https://archive.org/details/CSPAN_20170430_060400_Pres._Trump_Harrisburg_speech_only/start/932.1/end/1010.1,FactCheck.org,trumparchive
2017-04-30,Media,http://www.factcheck.org/2017/05/trumps-100-day-boasts/,https://archive.org/details/CSPAN_20170430_060400_Pres._Trump_Harrisburg_speech_only/start/499.5/end/554,FactCheck.org,trumparchive
2017-04-28,"Supreme Court",http://www.politifact.com/truth-o-meter/statements/2017/apr/28/donald-trump/donald-trump-says-hes-only-modern-president-fill-s/,https://archive.org/details/CSPAN_20170429_000000_President_Trump_Looks_Ahead_to_2020_Run_in_Remarks_at_NRA_Meeting/start/825/end/871.5,PolitiFact,trumparchive
2017-04-28,Taxes,http://www.factcheck.org/2017/05/trumps-100-day-boasts/,https://archive.org/details/FOXNEWSW_20170428_232000_The_First_100_Days/start/180/end/195.5,FactCheck.org,trumparchive
2017-04-28,"Trade,Trade deficit,Canada",http://www.factcheck.org/2017/05/trumps-100-day-boasts/,https://archive.org/details/FOXNEWSW_20170428_230200_The_First_100_Days/start/402.2/end/415.5,FactCheck.org,trumparchive
2017-04-28,"China,Foreign Policy,Trade",http://www.politifact.com/truth-o-meter/statements/2017/may/01/rex-tillerson/does-china-account-90-north-korean-trade-rex-tille/,https://archive.org/details/CNNW_20170428_140000_CNN_Newsroom_With_John_Berman_and_Poppy_Harlow/start/1343.2/end/1358.7,PolitiFact,rex_tillerson_archive
2017-04-28,"China,Foreign Policy,Trade",http://www.politifact.com/truth-o-meter/statements/2017/may/01/rex-tillerson/does-china-account-90-north-korean-trade-rex-tille/,https://archive.org/details/CSPAN3_20170428_140600_Secretary_Tillerson_Calls_for_New_Sanctions_Against_North_Korea/start/970/end/985,PolitiFact,trumpadministration
